flight_distance,departure_delay_in_minutes,age,gender,customer_type,type_of_travel,class,inflight_wifi_service,departure/arrival_time_convenient,ease_of_online_booking,gate_location,food_and_drink,online_boarding,seat_comfort,inflight_entertainment,on-board_service,leg_room_service,baggage_handling,checkin_service,inflight_service,cleanliness,satisfaction
589,0,54,Male,Loyal Customer,Business travel,Business,3,1,5,1,2,4,3,3,3,3,3,3,3,4,0
2667,2,26,Female,Loyal Customer,Business travel,Business,3,4,4,4,3,3,3,3,2,1,3,4,4,3,0
580,16,27,Male,disloyal Customer,Business travel,Business,4,4,4,4,3,4,3,3,3,5,4,5,4,3,1
116,61,59,Female,Loyal Customer,Personal Travel,Eco Plus,1,4,0,4,5,4,2,4,4,0,5,4,4,4,0
453,0,39,Male,Loyal Customer,Business travel,Eco Plus,1,0,0,4,4,0,4,4,2,1,3,4,4,4,0
391,34,36,Male,Loyal Customer,Personal Travel,Eco,2,4,3,2,1,3,1,1,5,5,4,4,4,1,0
1670,19,41,Male,Loyal Customer,Personal Travel,Eco,2,5,2,2,5,2,5,5,4,2,4,3,4,5,0
356,0,44,Female,Loyal Customer,Business travel,Eco,5,1,1,1,3,4,1,5,5,5,5,4,5,3,1
3079,3,41,Male,Loyal Customer,Business travel,Business,4,4,4,4,3,5,4,5,5,5,5,4,5,5,1
1657,0,21,Male,Loyal Customer,Business travel,Business,4,4,3,4,3,5,3,3,1,2,3,2,3,3,1
689,0,18,Male,Loyal Customer,Business travel,Eco,4,2,2,2,4,4,4,4,2,3,2,1,2,4,1
209,0,34,Male,Loyal Customer,Personal Travel,Eco,3,4,0,1,1,0,1,1,1,5,5,2,3,1,0
325,0,10,Female,Loyal Customer,Personal Travel,Business,1,3,1,3,3,1,3,3,4,4,4,4,3,3,0
3231,0,51,Female,Loyal Customer,Business travel,Business,5,5,5,5,3,4,4,4,4,4,4,3,4,3,1
1798,0,77,Male,Loyal Customer,Business travel,Business,4,1,1,1,3,3,4,4,4,3,4,2,4,2,0
3848,0,33,Female,Loyal Customer,Business travel,Business,2,2,2,2,3,5,5,4,4,4,4,5,4,1,1
1573,73,46,Female,Loyal Customer,Business travel,Business,5,5,5,5,5,5,5,5,5,5,5,3,5,3,1
678,41,48,Male,disloyal Customer,Business travel,Business,2,2,2,3,3,2,3,3,4,3,4,4,5,3,0
200,0,18,Female,Loyal Customer,Business travel,Eco Plus,3,5,5,5,3,3,1,3,2,4,4,3,3,3,0
1372,0,10,Female,Loyal Customer,Business travel,Business,4,4,4,4,4,4,4,4,3,5,3,4,4,4,0
612,0,59,Female,Loyal Customer,Business travel,Business,4,4,4,4,3,4,5,5,5,5,5,3,5,4,1
2650,143,54,Male,Loyal Customer,Business travel,Business,3,3,3,3,5,5,5,3,4,4,4,5,3,5,1
696,22,54,Female,Loyal Customer,Personal Travel,Eco,2,4,2,4,4,5,4,1,1,2,1,3,1,5,0
86,0,28,Male,Loyal Customer,Business travel,Eco,1,3,3,3,1,1,1,1,2,5,4,2,4,1,0
507,1,30,Male,disloyal Customer,Business travel,Eco,3,3,3,3,1,3,5,1,4,4,3,4,3,1,0
368,3,26,Male,Loyal Customer,Personal Travel,Eco,3,2,3,3,4,3,4,4,2,3,3,3,4,4,0
232,0,48,Female,Loyal Customer,Business travel,Business,3,3,3,3,3,1,2,4,4,4,4,4,4,1,1
2521,0,25,Male,Loyal Customer,Business travel,Eco,1,5,5,5,1,1,1,2,3,3,3,1,2,1,0
1460,0,48,Male,Loyal Customer,Business travel,Business,3,3,3,3,4,4,5,5,5,5,5,3,5,3,1
255,3,30,Female,disloyal Customer,Business travel,Eco,2,4,2,4,3,2,3,3,1,2,4,4,4,3,0
409,108,40,Female,disloyal Customer,Business travel,Business,2,2,2,3,5,2,5,5,1,2,4,3,3,5,0
391,0,55,Female,Loyal Customer,Business travel,Eco,3,2,2,2,4,2,3,3,3,3,3,2,3,1,1
2363,0,29,Female,Loyal Customer,Business travel,Business,1,1,5,1,5,5,5,5,3,2,5,5,5,5,1
3263,23,30,Male,Loyal Customer,Business travel,Business,1,1,1,1,3,4,3,3,3,2,5,3,5,3,1
2290,20,64,Female,Loyal Customer,Business travel,Business,3,5,3,3,3,3,3,3,3,3,3,3,3,4,0
1005,0,38,Male,Loyal Customer,Personal Travel,Eco,1,5,1,4,1,1,1,1,5,5,4,3,5,1,0
3273,17,32,Male,Loyal Customer,Business travel,Business,3,2,3,3,3,3,3,3,3,3,3,1,4,3,0
781,0,39,Male,Loyal Customer,Business travel,Business,2,4,2,2,2,4,5,2,2,2,2,3,2,3,1
404,7,46,Male,Loyal Customer,Business travel,Business,1,1,1,1,5,5,5,4,4,4,4,5,4,3,1
843,0,28,Male,Loyal Customer,Personal Travel,Business,2,5,1,4,5,1,5,5,4,3,5,3,5,5,0
3010,20,39,Male,Loyal Customer,Business travel,Business,2,2,2,2,4,5,2,4,4,4,4,4,4,3,1
2692,0,52,Female,Loyal Customer,Business travel,Business,1,1,1,1,4,4,5,5,5,5,5,4,5,4,1
3041,8,31,Female,Loyal Customer,Business travel,Business,3,3,3,3,4,4,4,4,3,4,5,5,4,4,1
2486,0,51,Male,Loyal Customer,Business travel,Business,1,1,1,1,5,5,4,4,4,4,4,3,4,5,1
3792,14,48,Male,Loyal Customer,Business travel,Business,3,3,3,3,2,5,4,4,4,4,4,3,4,4,1
1371,47,30,Male,Loyal Customer,Business travel,Business,5,5,5,5,5,5,5,5,3,2,4,3,4,5,1
1189,8,49,Female,Loyal Customer,Business travel,Business,4,2,2,2,2,3,4,4,4,4,4,3,4,3,0
631,0,40,Male,Loyal Customer,Business travel,Business,4,5,5,5,4,4,3,4,4,3,4,3,4,1,0
2475,30,34,Female,Loyal Customer,Business travel,Business,2,3,2,2,5,5,5,5,5,3,4,5,3,5,1
422,5,9,Male,Loyal Customer,Personal Travel,Eco,2,2,2,4,3,2,3,3,3,1,4,1,4,3,0
2046,1,18,Male,Loyal Customer,Business travel,Business,4,4,4,4,5,5,4,5,5,5,5,4,5,5,1
3472,0,40,Male,Loyal Customer,Business travel,Business,1,1,1,1,5,5,5,4,4,4,4,3,4,5,1
590,2,32,Female,Loyal Customer,Personal Travel,Eco,3,4,3,1,5,3,5,5,3,2,5,5,5,5,0
423,20,22,Female,disloyal Customer,Business travel,Eco Plus,5,0,5,2,3,5,3,3,3,3,2,4,4,3,1
594,0,42,Female,Loyal Customer,Business travel,Business,5,5,5,5,3,4,5,5,5,5,5,4,5,5,1
1199,0,48,Female,Loyal Customer,Business travel,Business,1,4,4,4,2,3,4,1,1,1,1,1,1,1,0
224,0,62,Female,Loyal Customer,Business travel,Eco,5,4,4,4,2,5,1,5,5,5,5,3,5,5,1
922,0,50,Male,Loyal Customer,Business travel,Business,3,3,3,3,2,5,5,5,5,5,5,5,5,5,1
2742,30,55,Male,Loyal Customer,Business travel,Business,0,0,0,4,4,2,3,2,2,2,2,4,2,3,1
2938,9,28,Female,Loyal Customer,Business travel,Business,4,4,4,4,4,4,4,4,5,4,4,4,5,4,1
2611,2,26,Male,disloyal Customer,Business travel,Business,1,1,1,2,1,4,4,4,4,4,1,4,1,4,0
945,1,32,Male,Loyal Customer,Personal Travel,Eco,5,2,5,3,1,5,4,1,2,2,4,3,3,1,1
403,21,29,Male,Loyal Customer,Business travel,Business,1,1,1,1,5,5,5,5,3,1,3,2,4,5,1
986,16,22,Male,Loyal Customer,Business travel,Business,3,3,3,3,4,4,4,4,4,5,4,4,5,4,1
2419,60,12,Male,Loyal Customer,Personal Travel,Eco Plus,1,4,1,4,2,1,2,2,3,5,3,4,4,2,0
337,41,52,Female,Loyal Customer,Business travel,Business,3,3,3,3,4,4,4,5,5,5,5,4,5,4,1
719,5,11,Female,Loyal Customer,Personal Travel,Business,1,4,1,2,4,1,1,4,4,4,2,3,4,4,0
409,0,34,Female,Loyal Customer,Business travel,Business,2,4,4,4,4,4,4,2,2,2,2,2,2,4,0
912,15,47,Male,Loyal Customer,Personal Travel,Eco,0,4,0,4,1,0,1,1,3,5,5,4,5,1,1
446,51,31,Female,Loyal Customer,Business travel,Business,2,2,2,2,4,4,4,4,5,4,4,4,5,4,1
1066,43,16,Male,disloyal Customer,Business travel,Eco,2,2,2,3,5,2,5,5,4,2,3,1,3,5,0
423,0,25,Male,disloyal Customer,Business travel,Eco,3,1,3,3,3,3,3,3,2,3,3,1,2,3,0
308,0,47,Male,Loyal Customer,Personal Travel,Eco,4,5,4,3,3,4,3,3,3,3,4,3,4,3,1
965,31,58,Male,Loyal Customer,Personal Travel,Eco,3,5,3,4,1,3,1,1,5,4,4,5,4,1,0
237,0,56,Male,Loyal Customer,Business travel,Eco,2,5,5,5,2,2,2,2,5,3,4,2,5,2,1
114,0,41,Male,Loyal Customer,Business travel,Business,4,4,4,4,5,5,5,5,5,5,5,4,5,5,1
666,0,28,Female,Loyal Customer,Business travel,Business,2,5,5,5,2,2,2,2,2,4,3,1,2,2,0
896,8,42,Female,Loyal Customer,Business travel,Business,3,3,3,3,3,3,4,5,5,5,5,4,5,2,1
1035,0,27,Female,disloyal Customer,Business travel,Business,4,4,4,3,4,4,4,4,3,3,4,5,4,4,1
1262,0,13,Female,Loyal Customer,Personal Travel,Eco,2,2,2,4,5,2,4,5,4,3,2,3,4,5,0
300,27,60,Female,Loyal Customer,Business travel,Eco Plus,5,5,2,5,5,4,1,3,3,5,3,5,3,1,1
2704,0,59,Female,Loyal Customer,Business travel,Business,2,2,2,2,5,4,3,2,2,2,2,1,2,2,0
1956,0,28,Female,Loyal Customer,Business travel,Business,2,2,2,2,5,5,5,5,3,3,5,3,5,5,1
216,0,44,Female,Loyal Customer,Personal Travel,Eco,4,3,4,3,1,3,2,5,5,4,5,3,5,3,1
646,0,29,Female,disloyal Customer,Business travel,Business,3,3,3,4,4,3,4,4,3,4,4,4,4,4,0
3222,47,44,Male,Loyal Customer,Business travel,Business,4,4,4,4,3,4,5,5,5,4,5,3,5,5,1
2475,48,22,Male,Loyal Customer,Business travel,Eco Plus,2,5,5,5,2,2,4,2,1,3,3,2,4,2,0
426,32,14,Male,Loyal Customer,Personal Travel,Eco,2,4,5,5,2,5,2,2,5,4,4,5,4,2,0
135,489,10,Male,Loyal Customer,Personal Travel,Eco,3,4,0,4,0,4,4,4,3,4,5,4,5,4,0
728,0,45,Female,Loyal Customer,Business travel,Business,2,2,5,2,3,5,4,5,5,5,5,4,5,4,1
308,18,44,Male,disloyal Customer,Business travel,Business,4,4,4,1,4,4,4,4,3,2,4,5,5,4,0
2677,0,35,Female,Loyal Customer,Business travel,Eco Plus,5,2,5,2,5,5,5,5,3,3,5,1,3,5,1
679,0,43,Female,disloyal Customer,Business travel,Business,3,3,3,3,4,3,4,4,5,2,5,5,4,4,0
2239,0,9,Female,Loyal Customer,Personal Travel,Eco,1,5,1,1,1,1,1,1,4,5,5,5,5,1,0
850,0,64,Female,Loyal Customer,Personal Travel,Eco,3,5,3,2,5,4,5,2,2,3,2,5,2,3,0
296,1,57,Female,Loyal Customer,Personal Travel,Eco,5,4,5,3,5,5,5,4,4,5,4,3,4,3,1
383,18,19,Female,Loyal Customer,Business travel,Eco Plus,2,2,2,2,2,2,4,2,1,1,3,4,3,2,0
802,0,26,Male,Loyal Customer,Personal Travel,Eco,4,2,4,2,3,4,3,3,2,4,3,4,3,3,0
209,0,67,Female,Loyal Customer,Personal Travel,Eco,1,3,1,4,3,1,4,1,1,1,1,2,1,5,0
466,0,25,Male,Loyal Customer,Personal Travel,Eco,0,4,0,2,2,0,2,2,5,3,4,5,5,2,1
224,0,38,Female,disloyal Customer,Business travel,Eco,1,2,0,3,3,0,2,3,3,3,3,2,3,3,0
1249,0,22,Male,Loyal Customer,Business travel,Eco Plus,2,5,3,5,2,2,4,2,3,1,3,3,4,2,0
563,0,15,Female,Loyal Customer,Personal Travel,Eco,2,1,2,2,3,2,3,3,3,4,2,4,2,3,0
738,0,57,Male,Loyal Customer,Personal Travel,Eco Plus,3,4,3,1,2,3,2,2,5,3,5,4,5,2,0
3048,0,55,Female,Loyal Customer,Business travel,Business,4,4,4,4,3,5,4,5,5,5,4,3,5,5,1
447,0,57,Male,Loyal Customer,Personal Travel,Eco,2,4,2,3,4,2,4,4,5,4,4,4,4,4,0
273,67,56,Female,Loyal Customer,Personal Travel,Eco Plus,2,4,2,3,3,3,3,4,4,2,4,2,4,2,0
594,0,57,Female,Loyal Customer,Personal Travel,Eco,1,1,1,2,1,3,2,3,3,1,3,3,3,3,0
1055,0,20,Female,Loyal Customer,Personal Travel,Eco,3,4,3,5,4,3,4,4,3,2,4,5,5,4,0
1741,0,53,Male,Loyal Customer,Business travel,Business,4,4,4,4,2,4,4,4,4,4,4,4,4,4,1
1998,18,46,Female,Loyal Customer,Business travel,Business,4,4,4,4,4,5,5,4,4,4,4,4,4,5,1
2702,0,36,Female,Loyal Customer,Business travel,Business,5,5,5,5,2,3,1,4,4,4,4,4,4,1,1
2454,21,50,Male,Loyal Customer,Personal Travel,Eco,2,4,2,5,2,2,2,2,5,3,4,3,4,2,0
989,0,53,Female,Loyal Customer,Personal Travel,Eco,3,3,3,4,4,3,3,2,2,3,2,3,2,3,0
152,0,45,Male,Loyal Customer,Personal Travel,Eco,4,5,4,1,2,4,3,2,5,4,4,3,4,2,1
2348,4,34,Male,Loyal Customer,Business travel,Business,5,5,5,5,3,5,2,2,2,2,2,1,2,1,1
2519,0,48,Female,Loyal Customer,Business travel,Business,3,3,3,3,3,5,5,3,3,3,3,4,3,3,1
1565,6,46,Female,Loyal Customer,Business travel,Business,2,2,2,2,4,4,5,4,4,5,4,3,4,3,1
1510,0,23,Male,Loyal Customer,Business travel,Business,2,2,2,2,4,4,4,4,4,3,2,3,4,4,1
163,0,22,Male,disloyal Customer,Business travel,Eco,3,5,3,4,5,3,5,5,5,5,4,1,2,5,0
3259,0,57,Female,Loyal Customer,Business travel,Business,2,5,2,2,4,5,4,4,4,4,5,4,4,4,1
1303,0,64,Female,Loyal Customer,Personal Travel,Eco Plus,2,2,2,3,1,3,3,2,2,2,2,2,2,4,0
2784,0,66,Female,Loyal Customer,Business travel,Business,3,2,4,2,1,3,4,4,4,4,3,4,4,1,0
1846,2,28,Female,Loyal Customer,Personal Travel,Business,3,3,3,4,1,3,1,1,1,2,3,3,4,1,0
835,9,22,Male,Loyal Customer,Personal Travel,Eco,3,4,3,3,3,3,3,3,3,3,4,5,4,3,0
2024,5,49,Male,Loyal Customer,Business travel,Business,1,1,1,1,3,4,1,5,5,5,5,1,5,2,1
544,0,25,Male,disloyal Customer,Business travel,Business,3,5,3,1,2,3,2,2,4,2,5,4,4,2,0
529,0,34,Female,Loyal Customer,Business travel,Business,1,1,1,1,5,4,4,5,5,4,5,3,5,4,1
2007,42,30,Male,Loyal Customer,Business travel,Business,2,5,5,5,2,1,2,2,1,1,2,2,3,2,0
3498,0,51,Female,Loyal Customer,Business travel,Business,4,4,4,4,5,5,4,4,4,4,4,4,4,3,1
2678,58,29,Female,Loyal Customer,Business travel,Business,1,1,1,1,4,4,4,4,1,2,3,3,3,4,1
1172,0,59,Female,Loyal Customer,Personal Travel,Eco,3,5,3,2,5,5,5,4,4,3,2,3,4,4,0
944,0,21,Female,Loyal Customer,Personal Travel,Business,2,1,2,3,1,2,1,1,4,4,4,1,4,1,0
874,1,34,Male,Loyal Customer,Personal Travel,Eco,1,2,1,3,4,1,4,4,1,4,3,2,3,4,0
2505,13,54,Female,Loyal Customer,Business travel,Business,3,2,3,3,3,1,4,4,4,4,4,3,4,5,1
1954,0,52,Female,Loyal Customer,Business travel,Business,3,3,3,3,3,5,5,5,5,5,5,5,5,3,1
859,0,34,Male,Loyal Customer,Business travel,Eco,5,2,5,2,5,5,5,5,3,3,1,3,3,5,1
390,0,45,Male,disloyal Customer,Business travel,Eco,1,2,1,3,1,1,1,1,4,5,3,4,3,1,0
237,0,37,Female,disloyal Customer,Business travel,Business,2,1,1,2,4,1,4,4,5,5,5,5,5,4,0
837,40,20,Female,disloyal Customer,Business travel,Eco,1,2,2,3,2,2,5,2,1,1,4,1,3,2,0
579,0,23,Female,Loyal Customer,Business travel,Eco,1,3,3,3,1,1,2,1,2,5,4,3,3,1,0
3515,0,45,Female,Loyal Customer,Business travel,Business,4,1,1,1,3,3,4,4,4,3,4,1,4,1,0
802,122,21,Male,disloyal Customer,Business travel,Business,4,4,4,3,3,4,3,3,4,2,4,5,4,3,1
67,35,39,Female,Loyal Customer,Business travel,Eco,3,2,2,2,3,3,3,3,4,2,4,4,3,3,0
1121,0,68,Male,Loyal Customer,Personal Travel,Eco,5,4,5,3,3,5,3,3,4,5,5,4,4,3,1
192,0,68,Male,Loyal Customer,Personal Travel,Eco,4,1,4,4,4,4,4,4,3,4,4,4,4,4,0
1089,0,23,Female,disloyal Customer,Business travel,Eco,3,4,4,4,5,4,1,5,5,4,4,3,4,5,0
3766,80,37,Female,Loyal Customer,Business travel,Business,0,4,0,1,3,5,5,1,1,1,1,3,1,5,1
175,0,54,Female,disloyal Customer,Business travel,Business,4,4,4,1,5,4,5,5,4,2,5,3,5,5,0
2592,8,54,Female,Loyal Customer,Business travel,Business,5,5,5,5,5,4,5,5,5,5,5,3,5,3,1
622,0,55,Male,Loyal Customer,Business travel,Business,2,2,2,2,5,5,5,3,3,3,3,5,3,3,1
1679,0,53,Male,Loyal Customer,Business travel,Business,3,3,3,3,2,4,5,5,5,5,5,5,5,5,1
533,44,23,Female,disloyal Customer,Business travel,Eco,1,2,1,4,5,1,4,5,1,3,4,3,3,5,0
3886,9,52,Female,Loyal Customer,Business travel,Business,3,3,3,3,5,5,4,2,2,2,2,3,2,3,1
416,3,53,Female,Loyal Customer,Business travel,Eco,4,3,3,3,3,3,2,4,4,4,4,1,4,3,1
1677,0,43,Male,Loyal Customer,Business travel,Business,5,5,5,5,4,2,4,2,2,2,2,1,2,2,1
872,0,36,Female,Loyal Customer,Personal Travel,Eco,4,2,4,3,2,4,1,2,1,2,3,4,3,2,0
672,0,20,Female,disloyal Customer,Business travel,Eco,4,4,4,4,4,4,5,4,2,5,4,2,3,4,0
368,7,49,Female,Loyal Customer,Business travel,Business,2,2,2,2,3,4,4,4,4,4,4,5,4,3,1
2450,1,49,Female,Loyal Customer,Business travel,Business,3,5,5,5,1,4,4,1,1,1,3,3,1,2,0
460,46,47,Male,Loyal Customer,Business travel,Eco,1,2,2,2,1,1,1,1,2,5,3,4,3,1,0
387,0,24,Male,disloyal Customer,Business travel,Eco,4,0,4,3,5,4,2,5,5,2,5,1,5,5,0
1076,8,65,Male,disloyal Customer,Personal Travel,Eco,2,4,2,1,4,2,4,4,3,3,4,4,4,4,0
1990,0,39,Female,Loyal Customer,Business travel,Business,1,1,4,1,4,3,5,3,3,4,3,4,3,3,1
882,0,28,Male,Loyal Customer,Personal Travel,Eco,3,3,4,4,5,4,5,5,5,4,5,5,4,5,0
1814,0,37,Female,Loyal Customer,Personal Travel,Eco,3,5,3,1,3,3,3,3,4,4,3,4,5,3,0
101,0,58,Male,Loyal Customer,Business travel,Eco,4,3,3,3,4,4,4,4,4,4,1,5,3,4,1
1009,12,42,Male,Loyal Customer,Business travel,Eco,4,1,1,1,4,4,4,4,4,1,2,3,3,4,0
2129,5,34,Female,Loyal Customer,Business travel,Business,3,3,5,3,3,4,4,3,3,3,3,3,3,3,0
1416,0,51,Female,Loyal Customer,Business travel,Business,2,2,2,2,2,3,3,2,2,2,2,3,2,2,0
757,73,18,Female,disloyal Customer,Business travel,Eco,4,4,4,4,1,4,1,1,2,3,3,1,4,1,0
641,27,30,Male,Loyal Customer,Personal Travel,Eco,3,5,2,3,5,2,2,5,3,3,2,2,3,5,0
2349,0,77,Male,Loyal Customer,Business travel,Business,3,3,5,3,1,3,5,1,1,2,1,1,1,3,1
1036,0,28,Female,Loyal Customer,Business travel,Eco Plus,4,4,4,4,4,4,4,4,4,5,4,3,4,4,0
773,0,56,Female,Loyal Customer,Business travel,Business,4,4,4,4,5,4,5,4,4,4,4,4,4,3,1
214,0,48,Female,Loyal Customer,Personal Travel,Eco,3,0,3,5,2,5,5,3,3,3,3,5,3,3,0
304,3,39,Female,Loyal Customer,Business travel,Business,5,5,5,5,2,5,4,5,5,5,5,4,5,4,1
480,28,34,Female,Loyal Customer,Personal Travel,Eco,2,3,2,3,3,2,3,3,3,2,3,3,4,3,0
1064,0,22,Female,disloyal Customer,Business travel,Eco,5,5,5,2,4,5,4,4,4,1,2,2,4,4,1
1199,1,35,Female,disloyal Customer,Business travel,Business,1,1,1,4,3,1,3,3,4,2,5,4,5,3,0
3097,0,59,Male,Loyal Customer,Business travel,Business,2,2,2,2,3,5,5,4,4,4,4,4,4,4,1
1208,3,12,Male,Loyal Customer,Personal Travel,Eco,2,1,2,2,2,2,2,2,4,5,3,4,2,2,0
1642,13,58,Female,Loyal Customer,Business travel,Business,5,5,5,5,4,5,4,5,5,5,5,3,5,5,1
343,0,29,Male,Loyal Customer,Personal Travel,Eco Plus,4,5,4,2,2,4,2,2,3,4,4,4,4,2,1
666,0,59,Male,Loyal Customer,Business travel,Eco,2,5,5,5,2,2,2,2,3,2,4,2,4,2,0
936,4,65,Male,Loyal Customer,Personal Travel,Eco Plus,4,5,4,5,1,4,1,1,5,2,4,4,4,1,0
1846,0,34,Female,Loyal Customer,Business travel,Business,4,4,5,4,5,4,4,4,4,4,4,4,4,5,1
319,0,47,Male,Loyal Customer,Personal Travel,Eco Plus,4,1,4,3,4,4,4,4,3,4,3,1,4,4,1
2106,15,50,Female,Loyal Customer,Personal Travel,Eco,4,1,5,2,4,3,3,3,3,5,3,4,3,3,1
646,0,30,Female,Loyal Customer,Business travel,Eco,3,2,2,2,3,3,3,3,4,4,3,1,2,3,0
302,0,37,Female,Loyal Customer,Business travel,Business,3,3,3,3,4,1,5,5,5,5,5,3,5,2,1
3203,7,59,Female,Loyal Customer,Business travel,Business,5,5,5,5,4,5,5,2,2,2,2,4,2,3,1
1024,18,46,Female,Loyal Customer,Business travel,Business,2,2,5,2,2,5,5,5,5,5,5,5,5,4,1
409,0,13,Female,Loyal Customer,Personal Travel,Eco,4,5,4,3,1,4,1,1,3,5,5,5,5,1,0
240,0,57,Female,disloyal Customer,Business travel,Business,4,4,4,3,5,4,2,5,5,3,4,3,4,5,0
1514,0,19,Male,Loyal Customer,Personal Travel,Eco,3,5,3,4,3,3,5,3,3,5,3,3,5,3,0
814,396,39,Female,Loyal Customer,Business travel,Eco,5,1,1,1,5,5,5,3,4,5,1,5,2,5,1
3015,25,44,Male,Loyal Customer,Business travel,Business,1,1,1,1,2,5,4,5,5,5,5,4,5,5,1
231,3,61,Female,Loyal Customer,Business travel,Business,0,0,0,5,1,1,1,5,5,5,5,2,5,2,1
1017,0,13,Female,Loyal Customer,Personal Travel,Eco,4,4,4,3,4,4,4,4,1,5,3,3,3,4,0
2108,0,12,Female,Loyal Customer,Business travel,Business,5,5,5,5,4,4,4,4,5,5,5,5,5,4,1
342,0,15,Male,Loyal Customer,Personal Travel,Eco,4,5,4,3,1,4,2,1,4,3,4,2,3,1,1
3984,7,43,Male,Loyal Customer,Business travel,Business,4,4,4,4,2,5,4,2,2,3,2,3,2,5,1
547,0,50,Female,disloyal Customer,Business travel,Eco,3,2,3,2,4,3,4,4,3,3,2,4,3,4,0
946,0,46,Female,Loyal Customer,Business travel,Business,1,1,1,1,4,4,5,5,5,5,5,4,5,4,1
991,12,56,Male,Loyal Customer,Personal Travel,Eco,3,2,3,4,5,3,5,5,4,3,4,2,4,5,0
907,13,20,Male,Loyal Customer,Personal Travel,Eco,2,2,2,2,1,2,1,1,1,2,2,4,3,1,0
299,58,23,Female,Loyal Customer,Personal Travel,Eco,3,5,3,3,4,3,4,4,3,2,5,4,5,4,0
3914,0,50,Male,Loyal Customer,Business travel,Business,3,3,3,3,3,5,5,5,5,5,5,3,5,5,1
3696,0,43,Female,Loyal Customer,Business travel,Business,3,3,3,3,2,5,4,5,5,5,5,5,5,3,1
481,0,24,Male,disloyal Customer,Business travel,Eco,2,4,2,4,1,2,1,1,3,5,3,2,3,1,0
1092,0,49,Male,disloyal Customer,Business travel,Business,2,2,2,3,3,2,3,3,3,1,3,4,3,3,0
2611,0,47,Male,Loyal Customer,Business travel,Business,3,3,5,3,3,3,2,3,3,3,3,2,3,2,0
645,0,22,Female,Loyal Customer,Business travel,Eco,5,5,5,5,5,5,3,5,1,5,1,1,2,5,1
404,0,27,Male,disloyal Customer,Business travel,Business,2,2,2,2,1,2,1,1,4,3,5,3,4,1,0
1097,0,24,Female,Loyal Customer,Personal Travel,Eco,2,1,2,4,5,2,5,5,2,4,4,1,3,5,0
422,0,23,Male,disloyal Customer,Business travel,Eco,2,1,3,3,4,3,4,4,3,5,3,2,3,4,0
1055,189,40,Female,Loyal Customer,Business travel,Eco,1,2,2,2,1,1,1,4,5,3,3,1,4,1,0
812,0,31,Male,Loyal Customer,Personal Travel,Business,3,1,3,4,5,3,2,5,2,5,3,2,3,5,0
3717,0,51,Male,Loyal Customer,Business travel,Business,3,3,3,3,2,4,4,4,4,4,4,5,4,3,1
738,5,58,Male,Loyal Customer,Business travel,Business,4,4,4,4,2,5,5,4,4,4,4,4,4,5,1
916,0,20,Female,Loyal Customer,Personal Travel,Eco,0,5,0,4,3,0,1,3,5,3,4,3,2,3,1
909,10,27,Male,Loyal Customer,Business travel,Business,1,1,1,1,2,2,2,2,5,4,4,3,4,2,1
293,0,57,Female,Loyal Customer,Personal Travel,Eco,4,4,4,4,5,3,3,3,3,4,3,4,3,4,1
402,0,42,Male,Loyal Customer,Personal Travel,Eco,2,4,3,2,2,3,2,2,5,2,4,3,5,2,0
1440,0,46,Female,Loyal Customer,Business travel,Business,1,1,1,1,3,4,4,5,5,5,5,4,5,5,1
1514,0,41,Male,Loyal Customer,Business travel,Business,5,5,5,5,3,5,4,4,4,4,4,5,4,3,1
1242,3,53,Female,Loyal Customer,Personal Travel,Business,3,4,3,5,3,3,5,1,1,3,1,4,1,4,0
1197,0,56,Male,Loyal Customer,Personal Travel,Eco,1,1,1,4,5,1,5,5,2,2,4,1,3,5,0
1486,0,20,Male,disloyal Customer,Business travel,Eco,2,2,2,4,3,2,3,3,1,5,4,4,1,3,0
631,0,53,Female,Loyal Customer,Personal Travel,Eco,2,5,2,5,3,5,4,1,1,2,1,3,1,5,0
1598,0,37,Female,Loyal Customer,Business travel,Business,4,4,4,4,3,3,4,3,3,4,3,5,3,4,1
515,47,37,Female,Loyal Customer,Personal Travel,Eco,2,1,2,4,1,2,1,1,4,5,3,3,3,1,0
644,18,20,Female,Loyal Customer,Personal Travel,Eco,2,4,1,4,1,1,1,1,3,4,2,3,1,1,0
235,0,15,Female,Loyal Customer,Personal Travel,Eco,1,4,1,3,2,1,2,2,3,4,5,5,4,2,0
628,4,40,Female,Loyal Customer,Personal Travel,Eco,1,4,1,3,5,1,5,5,3,2,5,5,4,5,0
248,0,32,Male,Loyal Customer,Personal Travel,Eco,2,5,2,2,2,2,1,2,4,5,4,4,4,2,0
427,0,52,Male,Loyal Customer,Personal Travel,Eco Plus,3,5,3,4,2,3,2,2,3,5,5,3,4,2,0
3418,0,59,Male,Loyal Customer,Business travel,Business,5,5,5,5,2,4,5,5,5,5,5,4,5,4,1
2559,0,27,Female,Loyal Customer,Business travel,Business,3,3,3,3,3,3,3,3,4,5,2,3,2,3,0
192,38,43,Female,disloyal Customer,Business travel,Business,3,3,3,4,1,3,1,1,5,5,5,3,4,1,0
817,0,39,Female,disloyal Customer,Business travel,Business,3,3,3,3,4,3,4,4,4,3,3,2,4,4,0
370,2,32,Female,disloyal Customer,Business travel,Eco,3,4,3,3,4,3,4,4,3,4,2,5,3,4,0
